id,name,image,description,url,sku,category,weight,color,brand_name,brand_image,brand_url,price,price_currency,item_condition,seller,availability,rating_value,review_count,gtin13
https://www.rei.com/product/108079/beartooth-publishing-sedona-singletrack-map,Sedona Singletrack Map,https://www.rei.com/media/product/108079,"Scaled to best show the area's dense trail network, the Beartooth Publishing Sedona Singletrack map includes descriptions for 14 mountain bike rides in one of North America's top MTB destinations.",https://www.rei.com/product/108079/beartooth-publishing-sedona-singletrack-map,108079,Southwest Maps,,None,Beartooth Publishing,,https://www.rei.com/b/beartooth-publishing,15.95,USD,https://schema.org/NewCondition,REI Co-op,https://schema.org/InStock,,,
https://www.rei.com/product/231571/marmot-novus-lt-hybrid-insulated-hoodie-womens,Novus LT Hybrid Insulated Hoodie - Women's,https://www.rei.com/media/product/231571,"Stretchy where you need to flex and insulated where you need to trap heat, the women's Marmot Novus LT Hybrid hoodie is a perfect mid layer on cold days and an ideal standalone when you're going fast.",https://www.rei.com/product/231571/marmot-novus-lt-hybrid-insulated-hoodie-womens,231571,Women's Synthetic Insulation Jackets,1 pound,"Golden Sun/vetiver, Vetiver",Marmot,https://satchel.rei.com/media/img/brand-logos/722.gif,https://www.rei.com/b/marmot,142.73,USD,https://schema.org/NewCondition,REI Co-op,https://schema.org/OutOfStock,4.5,12,"0195115137502, 0195115137519, 0195115137526, 0195115137533, 0195115137540, 0195115137403, 0195115137410, 0195115137427, 0195115137434, 0195115137441"
https://www.rei.com/product/203588/brooks-sherpa-shorts-mens-7-inseam,"Sherpa Shorts - Men's 7"" Inseam",https://www.rei.com/media/product/203588,"Unrestricted and undistracted. That's how you'll feel in the men's Brooks 7 in. Sherpa shorts, whether you're racing, logging neighborhood miles or crushing a treadmill workout.",https://www.rei.com/product/203588/brooks-sherpa-shorts-mens-7-inseam,203588,Men's Running Shorts,Unavailable,"Dark Ocean, Navy",Brooks,https://satchel.rei.com/media/img/brand-logos/brooks.gif,https://www.rei.com/b/brooks,46.73,USD,https://schema.org/NewCondition,REI Co-op,https://schema.org/OutOfStock,4.0,100,"0190340853289, 0190340853296, 0190340853302, 0190340853319, 0190340853326, 0190340853333, 0420358800075, 0420358800082, 0420358800099, 0420358800105, 0420358800112, 0195394265217, 0195394265224, 0195394265231, 0195394265262, 0190340913495, 0190340913501, 0190340913518, 0190340913549"
https://www.rei.com/product/160186/smith-daredevil-otg-snow-goggles-kids,Daredevil OTG Snow Goggles - Kids',https://www.rei.com/media/product/160186,"Ample interior volume, floating foam membrane, over-the-glasses technology and a fresh, semi-rimless style come together for all-day fun on the slopes with the kids' Smith Daredevil OTG snow goggles.",https://www.rei.com/product/160186/smith-daredevil-otg-snow-goggles-kids,160186,Kids' Ski Goggles,,"Black/bs, Black/im",Smith,https://satchel.rei.com/media/img/brand-logos/1117.gif,https://www.rei.com/b/smith,36.93,USD,https://schema.org/NewCondition,REI Co-op,https://schema.org/OutOfStock,3.8,39,"0716736147932, 0715757513665, 0716736148007, 0715757513672, 0716736272399, 0716736272429, 0716736374031, 0716736730738, 0716736827896, 0716736827841, 0197737018986, 0197737018979"
https://www.rei.com/product/115522/countryman-press-explorers-guide-50-hikes-in-vermont-7th-edition,Explorer's Guide 50 Hikes in Vermont - 7th Edition,https://www.rei.com/media/product/115522,This 7th edition of 50 Hikes in Vermont is completely revised—now in full color with all new maps and elevation profiles. It leads hikers up classic peaks and reveals many lesser-known gems.,https://www.rei.com/product/115522/countryman-press-explorers-guide-50-hikes-in-vermont-7th-edition,115522,New England and Mid-Atlantic Hiking Guidebooks,,None,Countryman Press,,https://www.rei.com/b/countryman-press,22.95,USD,https://schema.org/NewCondition,REI Co-op,https://schema.org/InStock,,,
https://www.rei.com/product/226728/fjallraven-sf-riders-hybrid-shorts-mens,S/F Riders Hybrid Shorts - Men's,https://www.rei.com/media/product/226728,"Purpose-built for bike riding, the men's Fjallraven S/F Riders Hybrid shorts have a built-up waistband that has no front seam and is elasticized at the back for more comfort on longer rides.",https://www.rei.com/product/226728/fjallraven-sf-riders-hybrid-shorts-mens,226728,Men's Bike Shorts,9.7 ounces,"Black, Green, Ochre",Fjallraven,,https://www.rei.com/b/fjallraven,140.00,USD,https://schema.org/NewCondition,REI Co-op,https://schema.org/InStock,5.0,9,
https://www.rei.com/product/218924/teva-canyonview-rp-hiking-shoes-mens,Canyonview RP Hiking Shoes - Men's,https://www.rei.com/media/product/218924,"Ready for day hikes or walks in the park, the men's Teva Canyonview RP hiking shoes deliver all-day comfort and protection with their durable leather design that can go from summits to sidewalks.",https://www.rei.com/product/218924/teva-canyonview-rp-hiking-shoes-mens,218924,Men's Hiking Shoes,,Grey/burro,Teva,https://satchel.rei.com/media/img/brand-logos/1225.gif,https://www.rei.com/b/teva,120.00,USD,https://schema.org/NewCondition,REI Co-op,https://schema.org/OutOfStock,4.2,26,"0195719828462, 0195719828479, 0195719828486, 0195719828493, 0195719828509, 0195719828547, 0195719828554, 0195719828561, 0195719828578, 0195719828585, 0195719828592, 0195719828608, 0195719828615, 0195719828301, 0195719828318, 0195719828325, 0195719828332, 0195719828349, 0195719828387, 0195719828394, 0195719828400, 0195719828417, 0195719828424, 0195719828431, 0195719828448, 0195719828455, 0195719699499, 0195719699505, 0195719699512, 0195719699529, 0195719699536, 0195719699574, 0195719699581, 0195719699598, 0195719699468, 0195719699451, 0195719699604, 0195719699475, 0195719699482, 0196565510624, 0196565510631, 0196565510648, 0196565510686, 0196565510693, 0196565510709, 0196565510716, 0196565510723, 0196565510730, 0196565510747, 0197634255613, 0197634255767, 0197634255637, 0197634255644, 0197634255651, 0197634255699, 0197634255705, 0197634255712, 0197634255729, 0197634255736, 0197634255743, 0197634255750, 0197634255620"
https://www.rei.com/product/235874/rei-co-op-sahara-long-sleeve-solid-shirt-mens,Sahara Long-Sleeve Solid Shirt - Men's,https://www.rei.com/media/product/235874,"Whether you're exploring a local trail or one far from home, the men's REI Co-op Sahara Long-Sleeve Solid shirt keeps you comfortable with UPF 50 fabric, a vented back and convertible sleeves.",https://www.rei.com/product/235874/rei-co-op-sahara-long-sleeve-solid-shirt-mens,235874,Men's Hiking Shirts,8.5 ounces,"Harvest Sage, Red River Clay, Ecru, Flint Blue",REI Co-op,https://satchel.rei.com/media/img/brand-logos/959.gif,https://www.rei.com/b/rei-co-op,64.95,USD,https://schema.org/NewCondition,REI Co-op,https://schema.org/PreOrder,,,"0423587400016, 0423587400023, 0423587400030, 0423587400047, 0423587400054, 0423587400061, 0423587400078, 0423587400085, 0423587400092, 0423587400108, 0423587400115, 0423587400122, 0423587400139, 0423587400146, 0423587400153, 0423587400160, 0423587400177, 0423587400184, 0423587400191, 0423587400207, 0423587400214, 0423587400221, 0423587400238, 0423587400245, 0423587400252, 0423587400269, 0423587400276, 0423587400283, 0423587400290, 0423587400306, 0423587400313, 0423587400320, 0423587400337, 0423587400344, 0423587400351, 0423587400368, 0423587400375, 0423587400382, 0423587400399, 0423587400405"
https://www.rei.com/product/211443/prana-mariel-jeggings-womens,Mariel Jeggings - Women's,https://www.rei.com/media/product/211443,"When bestselling prAna Stretch Zion performance fabric meets the sleek silhouette of classic leggings, you could call it the best of both worlds. prAna calls it the Mariel Jeggings.",https://www.rei.com/product/211443/prana-mariel-jeggings-womens,211443,Women's Casual Pants,Unavailable,"Black, Coal",prAna,https://satchel.rei.com/media/img/brand-logos/925.gif,https://www.rei.com/b/prana,32.73,USD,https://schema.org/NewCondition,REI Co-op,https://schema.org/InStock,4.1,15,"0889760693741, 0889760693758, 0889760693765, 0889760693772, 0889760693789, 0889760808985, 0889760808992, 0889760809005, 0889760809012"
https://www.rei.com/product/231267/kelty-cosmic-20-sleeping-bag-mens,Cosmic 20 Sleeping Bag - Men's,https://www.rei.com/media/product/231267,"Sleep comfortably through the night with the men's Kelty Cosmic 20 sleeping bag. With 550-fill-power down and a thermally efficient trapezoidal baffle construction, it's a 3-season superstar.",https://www.rei.com/product/231267/kelty-cosmic-20-sleeping-bag-mens,231267,Backpacking Sleeping Bags,Short: 2 lbs. 3 oz.,Blue,Kelty,https://satchel.rei.com/media/img/brand-logos/607.gif,https://www.rei.com/b/kelty,149.95,USD,https://schema.org/NewCondition,REI Co-op,https://schema.org/InStock,4.3,6,"0727880887506, 0727880887513, 0727880887520"
https://www.rei.com/product/182535/yakima-roadshower-flexhead-shower-accessory-19,"RoadShower FlexHead Shower Accessory - 19""",https://www.rei.com/media/product/182535,Bring the luxury of a shower to the outdoors by upgrading your RoadShower (not included) with the 19 in. Yakima FlexHead. Its flexible neck and variable showerheard grant you the perfect shower.,https://www.rei.com/product/182535/yakima-roadshower-flexhead-shower-accessory-19,182535,Camp Showers,Unavailable,None,Yakima,https://satchel.rei.com/media/img/brand-logos/1389.gif,https://www.rei.com/b/yakima,50.00,USD,https://schema.org/NewCondition,REI Co-op,https://schema.org/InStock,3.0,2,0736745041045
https://www.rei.com/product/159434/thule-one-key-lock-cores-package-of-6,One-Key Lock Cores - Package of 6,https://www.rei.com/media/product/159434,Replace or install  the lock cylinders on your Thule products with ease and use the same key for all of them with this package of 6 Thule One-Key lock cores.,https://www.rei.com/product/159434/thule-one-key-lock-cores-package-of-6,159434,Car Rack Locks,,None,Thule,https://satchel.rei.com/media/img/brand-logos/1238.gif,https://www.rei.com/b/thule,89.95,USD,https://schema.org/NewCondition,REI Co-op,https://schema.org/InStock,4.3,60,0091021239791
https://www.rei.com/product/207672/ray-ban-rb2027-predator-2-sunglasses,RB2027 Predator 2 Sunglasses,https://www.rei.com/media/product/207672,"With a wrapped fit that combines a traditional rectangle shape with a sporty look, the Ray-Ban RB2027 Predator 2 sunglasses go with you on both casual day trips and daily workouts.",https://www.rei.com/product/207672/ray-ban-rb2027-predator-2-sunglasses,207672,Sport Sunglasses,,Matte Black,Ray-Ban,,https://www.rei.com/b/ray-ban,168.00,USD,https://schema.org/NewCondition,REI Co-op,https://schema.org/InStock,5.0,2,0805289614098
https://www.rei.com/product/152560/muc-off-waterless-wash-338-fl-oz,Waterless Wash - 33.8 fl. oz.,https://www.rei.com/media/product/152560,The high-performance Muc-Off Waterless Wash is a quick and easy spray that cleans and polishes in seconds without the need for water. Use it to remove light contaminants in between major washes.,https://www.rei.com/product/152560/muc-off-waterless-wash-338-fl-oz,152560,Bike Wash,,None,Muc-Off,,https://www.rei.com/b/muc-off,18.00,USD,https://schema.org/NewCondition,REI Co-op,https://schema.org/OutOfStock,5.0,8,0415256000016
https://www.rei.com/product/198933/smith-maze-bike-helmet,Maze Bike Helmet,https://www.rei.com/media/product/198933,"Keep your look casual when you're cruising around the neighborhood or working on your skills at the bike park with the low-profile, lightweight Smith Maze bike helmet.",https://www.rei.com/product/198933/smith-maze-bike-helmet,198933,Recreational Cycling Helmets,10 ounces,Matte White,Smith,https://satchel.rei.com/media/img/brand-logos/1117.gif,https://www.rei.com/b/smith,80.00,USD,https://schema.org/NewCondition,REI Co-op,https://schema.org/OutOfStock,4.5,20,"0715757510633, 0715757510640, 0715757510657, 0715757510695, 0715757510701, 0715757510718, 0715757510664, 0715757510671, 0715757510688"
https://www.rei.com/product/239023/falconguides-exploring-colorado-with-kids,Exploring Colorado with Kids,https://www.rei.com/media/product/239023,Are you ready to experience Colorado's best outdoors destinations as a family? FalconGuides Exploring Colorado with Kids introduces families to an exciting range of outdoorsy adventures.,https://www.rei.com/product/239023/falconguides-exploring-colorado-with-kids,239023,Colorado Travel Guidebooks,,None,FalconGuides,,https://www.rei.com/b/falconguides,24.95,USD,https://schema.org/NewCondition,REI Co-op,https://schema.org/InStock,,,
https://www.rei.com/product/871126/thule-xsporter-pro-truck-rack,Xsporter Pro Truck Rack,https://www.rei.com/media/product/871126,The Thule Xsporter Pro Truck rack system fits in the bed of your truck to provide additional load carrying capacity to your pickup.,https://www.rei.com/product/871126/thule-xsporter-pro-truck-rack,871126,Truck Racks,,None,Thule,https://satchel.rei.com/media/img/brand-logos/1238.gif,https://www.rei.com/b/thule,1049.95,USD,https://schema.org/NewCondition,REI Co-op,https://schema.org/InStock,4.3,64,0091021566118
https://www.rei.com/product/162347/sun-bum-mineral-spf-30-tinted-sunscreen-face-lotion-17-fl-oz,Mineral SPF 30 Tinted Sunscreen Face Lotion - 1.7 fl. oz.,https://www.rei.com/media/product/162347,"Lightweight, silky and zinc-based, the Sun Bum Mineral SPF 30 tinted sunscreen face lotion glides on like butter and provides a chemical-free sunscreen and primer with a matte finish.",https://www.rei.com/product/162347/sun-bum-mineral-spf-30-tinted-sunscreen-face-lotion-17-fl-oz,162347,Sunscreen,2.6 ounces,None,Sun Bum,,https://www.rei.com/b/sun-bum,20.50,USD,https://schema.org/NewCondition,REI Co-op,https://schema.org/InStock,4.5,139,0871760004733
https://www.rei.com/product/132652/raw-elements-face-body-spf-30-sunscreen-tube-3-oz,Face + Body SPF 30 Sunscreen Tube - 3 oz.,https://www.rei.com/media/product/132652,"The Raw Elements Face + Body 30 SPF sunscreen tube is the conscious consumer's answer to serious, full-body sunscreen. It works as well on your face as it will the rest of your body. ",https://www.rei.com/product/132652/raw-elements-face-body-spf-30-sunscreen-tube-3-oz,132652,Sunscreen,3 ounces,None,Raw Elements,,https://www.rei.com/b/raw-elements,18.95,USD,https://schema.org/NewCondition,REI Co-op,https://schema.org/InStock,3.8,83,0858855002003
https://www.rei.com/product/213396/ortovox-230-competition-long-sleeve-base-layer-top-mens,230 Competition Long-Sleeve Base Layer Top - Men's,https://www.rei.com/media/product/213396,"A reliable base layer is a must for year-round alpine adventures. The men's Ortovox 230 Competition Long-Sleeve top is light, flexible and knit to keep critical zones warm, others well ventilated.",https://www.rei.com/product/213396/ortovox-230-competition-long-sleeve-base-layer-top-mens,213396,Men's Base Layer Tops,,"Black Raven, Wild Herbs",Ortovox,https://satchel.rei.com/media/img/brand-logos/848.gif,https://www.rei.com/b/ortovox,110.00,USD,https://schema.org/NewCondition,REI Co-op,https://schema.org/InStock,5.0,1,
https://www.rei.com/product/195186/teva-riva-rp-hiking-shoes-mens,Riva RP Hiking Shoes - Men's,https://www.rei.com/media/product/195186,"These low-profile hikers easily transition from sidewalk to switchback. The men's Teva Riva RP hiking shoes are built through the lens of hikers, yet designed for everyday wear.",https://www.rei.com/product/195186/teva-riva-rp-hiking-shoes-mens,195186,Men's Hiking Shoes,,"Charcoal/blue, Dark Brown/olive",Teva,https://satchel.rei.com/media/img/brand-logos/1225.gif,https://www.rei.com/b/teva,150.00,USD,https://schema.org/NewCondition,REI Co-op,https://schema.org/InStock,3.5,35,"0194715741140, 0194715741157, 0194715741164, 0194715741171, 0194715741188, 0194715741201, 0194715741072, 0194715741089, 0194715741096, 0194715741102, 0194715741119, 0194715741126, 0194715741133, 0194715737594, 0194715737587, 0194715737730, 0194715737600, 0194715737617, 0194715737655, 0194715737662, 0194715737679, 0194715737686, 0194715737693, 0194715737709, 0194715737716, 0194715737723, 0194715747968, 0194715748118, 0194715747982, 0194715747999, 0194715748002, 0194715748040, 0194715748057, 0194715748064, 0194715748071, 0194715748088, 0194715748095, 0194715748101, 0194715747975, 0197634252247, 0197634252254, 0197634252261, 0197634252278, 0197634252285, 0197634252322, 0197634252339, 0197634252346, 0197634252353, 0197634252360, 0197634252377, 0197634252384, 0197634252391"
https://www.rei.com/product/228439/nemo-disco-15-endless-promise-down-sleeping-bag-womens,Disco 15 Endless Promise Down Sleeping Bag - Women's,https://www.rei.com/media/product/228439,"Cut generously at the elbows and knees so you can shift positions throughout the night, the women's NEMO Disco 15 Endless Promise down sleeping bag promises comfort on 3-season backpacking treks.",https://www.rei.com/product/228439/nemo-disco-15-endless-promise-down-sleeping-bag-womens,228439,Backpacking Sleeping Bags,Regular - Right Zip: 3 lbs. 5 oz.,Birch Bud,NEMO,https://satchel.rei.com/media/img/brand-logos/nemo.svg,https://www.rei.com/b/nemo,299.95,USD,https://schema.org/NewCondition,REI Co-op,https://schema.org/InStock,4.6,20,"0811666035684, 0811666035691"
https://www.rei.com/product/181565/smith-liberty-mips-snow-helmet-womens,Liberty MIPS Snow Helmet - Women's,https://www.rei.com/media/product/181565,"Whether you're riding inbounds or off-piste, the women's Smith Liberty MIPS snow helmet ups your confidence level for exploring wherever the mountain may take you.",https://www.rei.com/product/181565/smith-liberty-mips-snow-helmet-womens,181565,Women's Ski Helmets,1 lb. 3 oz.,"Matte Glacier, Matte Metallic Sepia, Matte Peri Dust",Smith,https://satchel.rei.com/media/img/brand-logos/1117.gif,https://www.rei.com/b/smith,141.73,USD,https://schema.org/NewCondition,REI Co-op,https://schema.org/OutOfStock,4.9,12,"0418156500013, 0418156500020, 0716736157290, 0418156500044, 0418156500051, 0716736157207, 0418156500075, 0418156500082, 0716736157320, 0418156500105, 0418156500112, 0418156500129, 0418156500136, 0418156500143, 0418156500150, 0418156500167, 0418156500174, 0418156500181"
https://www.rei.com/product/227732/suunto-vertical,Vertical,https://www.rei.com/media/product/227732,"With long battery life, superb accuracy and a large screen, the Suunto Vertical is the perfect companion for climbing high peaks, heading out on long expeditions and training for demanding activities.",https://www.rei.com/product/227732/suunto-vertical,227732,GPS Sports Watches,,All Black,Suunto,https://satchel.rei.com/media/img/brand-logos/1197.gif,https://www.rei.com/b/suunto,629.00,USD,https://schema.org/NewCondition,REI Co-op,https://schema.org/InStock,4.1,6,0045235100309
https://www.rei.com/product/232367/dt-swiss-crc-1400-spline-35-cl-wheel,CRC 1400 Spline 35 CL Wheel,https://www.rei.com/media/product/232367,"Never mind if the conditions are windy, muddy or rainy—the DT Swiss CRC 1400 Spline 35 CL wheel is ready to conquer them all with a tubeless-ready rim that lets you swap out track-specific tires.",https://www.rei.com/product/232367/dt-swiss-crc-1400-spline-35-cl-wheel,232367,Road Bike Wheels,Front 700C (12X100): 647 grams,Black,DT Swiss,,https://www.rei.com/b/dt-swiss,1007.90,USD,https://schema.org/NewCondition,REI Co-op,https://schema.org/InStock,,,
https://www.rei.com/product/219211/spank-spike-800-race-handlebar,Spike 800 Race Handlebar,https://www.rei.com/media/product/219211,"Designed using premium technology, the Spank Spike 800 Race handlebar is built to withstand the demands of all-mountain, enduro, trail and downhill riding.",https://www.rei.com/product/219211/spank-spike-800-race-handlebar,219211,Flat and Riser Bars,330 grams,Matte Blue,Spank,,https://www.rei.com/b/spank,90.00,USD,https://schema.org/NewCondition,REI Co-op,https://schema.org/InStock,,,
https://www.rei.com/product/236330/marmot-doran-midweight-flannel-shirt-mens,Doran Midweight Flannel Shirt - Men's,https://www.rei.com/media/product/236330,Pull out the men's Marmot Doran Midweight flannel shirt as the days get shorter and the nights get cooler. It's perfect for chilly sunny days and fall campfire nights or fire pits in the backyard.,https://www.rei.com/product/236330/marmot-doran-midweight-flannel-shirt-mens,236330,Men's Button-Up Shirts,11 ounces,"Chocolate, Vetiver",Marmot,https://satchel.rei.com/media/img/brand-logos/722.gif,https://www.rei.com/b/marmot,74.73,USD,https://schema.org/NewCondition,REI Co-op,https://schema.org/InStock,5.0,3,"0195115180911, 0195115180928, 0195115180935, 0195115180942, 0195115180959, 0195115180829, 0195115180836, 0195115180843, 0195115180850"
https://www.rei.com/product/234652/rite-in-the-rain-3-x-5-weatherproof-top-spiral-notebook,3 x 5 Weatherproof Top Spiral Notebook,https://www.rei.com/media/product/234652,"Made to hold up to your most rugged adventures, the Rite in the Rain 3 x 5 Weatherproof Top Spiral notebook fits perfectly in your pack or pocket, for use on the road or in the backcountry.",https://www.rei.com/product/234652/rite-in-the-rain-3-x-5-weatherproof-top-spiral-notebook,234652,Notepads,1.9 ounces,Green,Rite in the Rain,,https://www.rei.com/b/rite-in-the-rain,4.95,USD,https://schema.org/NewCondition,REI Co-op,https://schema.org/InStock,5.0,1,0632281935117
https://www.rei.com/product/230805/cotopaxi-tech-5-panel-hat-kids,Tech 5-Panel Hat - Kids',https://www.rei.com/media/product/230805,"Colorful, breathable and sporting a classic low-profile design, the kids' Cotopaxi Tech 5-Panel hat will be their new favorite lid for school days, weekend camping trips and backyard hangouts.",https://www.rei.com/product/230805/cotopaxi-tech-5-panel-hat-kids,230805,Kids' Ball Caps,,Scuba Blue/lemongrass,Cotopaxi,,https://www.rei.com/b/cotopaxi,35.00,USD,https://schema.org/NewCondition,REI Co-op,https://schema.org/PreOrder,5.0,2,"0196928109564, 0196928109571"
https://www.rei.com/product/215100/vittoria-mezcal-iii-g20-tire,Mezcal III G2.0 Tire,https://www.rei.com/media/product/215100,"A versatile all-arounder for mixed terrain, the Vittoria Mezcal III G2.0 tire features a low-profile tread that's tightly spaced in the center for low rolling resistance and durability.",https://www.rei.com/product/215100/vittoria-mezcal-iii-g20-tire,215100,Mountain Bike Tires,725 grams,Black,Vittoria,https://satchel.rei.com/media/img/brand-logos/1325.gif,https://www.rei.com/b/vittoria,90.00,USD,https://schema.org/NewCondition,REI Co-op,https://schema.org/InStock,5.0,1,
https://www.rei.com/product/229422/on-lightweight-7-shorts-mens,"Lightweight 7"" Shorts - Men's",https://www.rei.com/media/product/229422,"Versatile and stretchy, the men's On Lightweight 7 in. shorts are made to help you feel fast when it counts. Plus, with zero zippers or hard points, they're great for stretching or floor work too.",https://www.rei.com/product/229422/on-lightweight-7-shorts-mens,229422,Men's Running Shorts,4.9 ounces,"Auburn/black, Black, Eclipse/black, Navy/black",On,,https://www.rei.com/b/on,80.00,USD,https://schema.org/NewCondition,REI Co-op,https://schema.org/InStock,5.0,1,
